Order_ID,Date,Month,Quarter,Region,City,Category,Sub_Category,Product,Sales_Rep,Sales_Channel,Customer_ID,Customer_Segment,Customer_Age,Customer_Gender,Units_Sold,Unit_Price,Discount_Pct,Tax_Rate,Shipping_Cost,Payment_Method,Customer_Rating,Return_Flag,Delivery_Days,Revenue,Profit
ORD12922,2022-02-22,February,Q1,North,Lucknow,Beauty,Makeup,Product_50,Alice,Telephone,CUST3111,Corporate,34.0,Other,136.0,819.51,0.22,0.06,149.73,UPI,1.7,No,6.0,86933.62,30097.0
ORD11899,2022-02-08,February,Q1,North,Kolkata,Electronics,Mobiles,Product_128,Fiona,In-Store,CUST6236,Corporate,69.0,Female,124.0,59.51,0.11,0.14,33.9,UPI,3.3,No,2.0,6567.52,1805.99
ORD11400,2023-01-15,January,Q1,South,Bangalore,Furniture,Kitchen,Product_135,Julia,In-Store,CUST5373,Retail,70.0,Male,147.0,314.19,0.06,0.07,149.21,UPI,2.3,No,14.0,,12890.61
ORD12310,2023-10-19,October,Q4,North,Jaipur,Automotive,Parts,Product_86,George,Online,CUST8672,VIP,27.0,Other,35.0,81.49,0.01,0.11,103.26,Wallet,3.2,Yes,1.0,2823.63,616.48
ORD12581,2023-12-14,December,Q4,Central,Pune,Automotive,Tools,Product_22,Diana,Telephone,CUST7572,Corporate,23.0,Other,196.0,389.44,0.22,0.13,33.97,Wallet,4.1,Yes,3.0,59537.59,8156.78
ORD11061,2022-11-25,November,Q4,Central,Delhi,Toys,Outdoor,Product_73,,In-Store,CUST1498,Corporate,21.0,Female,47.0,512.26,0.12,0.09,72.0,Net Banking,4.2,No,4.0,21187.07,4324.58
ORD13911,2022-10-05,October,Q4,East,Kolkata,Clothing,Men,Product_78,George,Online,CUST8693,Corporate,70.0,Male,72.0,1438.74,0.49,0.07,94.91,Cash,2.3,Yes,3.0,52830.53,7472.8
ORD13730,2023-09-23,September,Q3,East,Pune,Automotive,Car Care,Product_62,Charlie,Mobile App,CUST4970,Corporate,73.0,Male,161.0,77.45,0.12,0.15,24.43,UPI,4.6,No,1.0,10973.12,1384.5
ORD14531,2023-06-12,June,Q2,South,Kolkata,Electronics,Cameras,Product_136,Fiona,In-Store,CUST5380,Retail,20.0,Male,69.0,13.0,0.45,0.12,28.0,Net Banking,2.5,No,11.0,493.35,104.34
ORD12884,2023-11-19,November,Q4,North,Jaipur,Automotive,Electronics,Product_12,Bob,Mobile App,CUST2245,Corporate,45.0,Other,104.0,57.56,0.27,0.05,26.41,Cash,2.0,No,1.0,4369.96,881.98
ORD14192,2022-01-21,January,Q1,East,Mumbai,Automotive,Tools,Product_139,Charlie,Online,CUST5563,Wholesale,55.0,Other,47.0,843.92,0.24,0.18,,Debit Card,2.9,No,13.0,30144.82,4363.66
ORD12774,2023-08-16,August,Q3,West,Ahmedabad,Toys,Puzzles,Product_86,Charlie,Mobile App,CUST2109,Corporate,47.0,Female,87.0,1346.81,0.08,0.09,54.22,UPI,4.1,No,1.0,,45512.24
ORD13052,2022-07-03,July,Q3,Central,Chennai,Electronics,Accessories,Product_117,Alice,Mobile App,CUST4371,VIP,36.0,Female,3.0,1112.06,0.21,0.1,30.05,Debit Card,2.8,No,13.0,2635.58,944.78
ORD11133,2023-07-19,July,Q3,South,Pune,Toys,Action Figures,Product_169,Julia,Telephone,CUST6917,Wholesale,70.0,Male,42.0,1215.46,0.09,0.08,148.04,UPI,2.7,No,14.0,46454.88,16997.5
ORD10801,2023-01-06,January,Q1,East,Bangalore,Beauty,Skincare,Product_60,Fiona,Online,CUST5054,Wholesale,18.0,Female,99.0,1129.94,0.17,0.17,28.4,Cash,4.6,No,10.0,92847.17,11903.1
ORD13438,2023-05-17,May,Q2,South,Delhi,Furniture,Bedroom,Product_26,Ethan,Telephone,CUST2009,Wholesale,49.0,Female,19.0,1050.79,0.21,0.17,40.74,Credit Card,1.8,No,9.0,15772.36,848.7
ORD13084,2023-05-03,May,Q2,West,Pune,Beauty,Haircare,Product_196,Diana,Mobile App,CUST5680,VIP,31.0,Male,57.0,980.83,0.15,,25.75,Debit Card,1.0,No,1.0,,9973.29
ORD12177,2023-01-11,January,Q1,East,Chennai,Clothing,Men,Product_24,Bob,Online,CUST1096,Corporate,48.0,Other,175.0,1159.37,0.3,0.05,0.6,Wallet,3.5,No,12.0,142022.82,43727.44
ORD11814,2022-12-18,December,Q4,East,Bangalore,Sports,Cycling,Product_37,George,Online,CUST1835,Wholesale,26.0,Male,104.0,136.76,0.43,0.15,32.9,Net Banking,4.4,No,11.0,8107.13,572.41
ORD14776,2022-09-12,September,Q3,East,Lucknow,Electronics,Laptops,Product_188,Diana,Partner,CUST2461,Retail,39.0,Other,74.0,54.04,0.37,0.13,60.18,Debit Card,4.0,No,9.0,2519.34,537.32
ORD12288,2022-05-09,May,Q2,South,Bangalore,Automotive,Parts,Product_53,Hannah,In-Store,CUST4608,VIP,73.0,Male,82.0,459.62,0.18,0.09,27.47,Credit Card,3.9,Yes,1.0,30904.85,1563.17
ORD10509,2022-11-18,November,Q4,East,Chennai,Sports,Cycling,Product_5,Diana,Telephone,CUST5879,Corporate,27.0,Other,185.0,919.14,0.46,0.1,141.9,Net Banking,4.4,No,12.0,91822.09,36136.68
ORD12503,2022-01-20,January,Q1,East,Delhi,Automotive,Parts,Product_130,Alice,Telephone,CUST1971,Corporate,74.0,Male,27.0,1133.47,0.44,0.14,42.79,Debit Card,3.9,No,1.0,17138.07,2748.25
ORD11855,2022-05-25,May,Q2,South,Hyderabad,Toys,Outdoor,Product_84,Hannah,Mobile App,CUST2467,VIP,45.0,Female,139.0,737.23,0.12,0.09,21.5,UPI,1.6,No,11.0,90177.97,6484.15
ORD10066,2022-10-24,October,Q4,North,Ahmedabad,Groceries,Bakery,Product_1,George,Partner,CUST4442,Wholesale,71.0,Male,175.0,313.35,0.49,0.09,52.03,UPI,4.3,No,4.0,27966.49,1647.23
ORD10760,2023-09-13,September,Q3,East,Chennai,Sports,Cycling,Product_56,Charlie,Mobile App,CUST5812,Wholesale,30.0,Female,28.0,1253.25,0.41,0.07,113.01,Credit Card,3.2,No,8.0,20703.69,7563.7
ORD11396,2023-07-05,July,Q3,East,Jaipur,Automotive,Electronics,Product_81,Ethan,In-Store,CUST9447,Retail,57.0,Male,85.0,200.42,0.2,0.17,27.12,Credit Card,4.6,No,2.0,,926.31
ORD11621,2022-05-26,May,Q2,Central,Kolkata,Beauty,Wellness,Product_127,Charlie,,CUST8495,Retail,57.0,Male,18.0,24.78,0.13,0.17,75.19,Wallet,3.5,Yes,14.0,388.05,77.22
ORD10678,2022-01-21,January,Q1,East,Delhi,Furniture,Kitchen,Product_97,Charlie,Mobile App,CUST8514,Retail,64.0,Female,145.0,109.81,0.18,0.11,69.01,Cash,4.0,No,13.0,13056.41,2027.63
ORD12158,2022-03-10,March,Q1,South,Bangalore,Sports,Water Sports,Product_54,Bob,Telephone,CUST2116,Corporate,61.0,Other,80.0,1040.9,0.24,0.12,93.33,Cash,3.5,Yes,6.0,63286.72,10891.96
ORD12124,2022-12-02,December,Q4,East,Bangalore,Automotive,Parts,Product_82,George,Online,CUST9518,Retail,45.0,Female,2.0,681.97,0.27,0.05,125.73,Net Banking,1.8,No,4.0,995.68,123.91
ORD12118,2022-07-04,July,Q3,North,Ahmedabad,Electronics,Tablets,Product_129,Bob,Mobile App,CUST9408,Wholesale,57.0,Male,100.0,1341.43,0.15,0.16,10.15,Net Banking,1.6,No,8.0,114021.55,38735.15
ORD14758,2023-03-16,March,Q1,South,Jaipur,Clothing,Sportswear,Product_143,Alice,Telephone,CUST4569,Corporate,64.0,Female,69.0,,0.04,0.16,39.54,Cash,3.6,No,14.0,27947.32,1708.06
ORD11868,2023-01-21,January,Q1,South,Hyderabad,Beauty,Wellness,Product_62,Ivan,Online,CUST7453,Wholesale,43.0,Other,141.0,523.77,0.16,0.14,65.76,Net Banking,2.2,Yes,6.0,62035.32,5802.59
ORD11152,2023-05-17,May,Q2,Central,Lucknow,Toys,Board Games,Product_2,Julia,Telephone,CUST8652,Wholesale,29.0,Male,53.0,1240.38,0.38,0.15,141.76,Debit Card,3.7,No,10.0,40758.89,9214.52
ORD11715,2022-06-25,June,Q2,East,Chennai,Furniture,Office,Product_56,Alice,Telephone,CUST4863,VIP,67.0,Female,125.0,1448.92,0.42,0.09,67.88,Cash,1.9,No,,,47109.68
ORD10242,2022-10-13,October,Q4,West,Ahmedabad,Sports,Outdoor,Product_178,Hannah,Partner,CUST7821,Corporate,33.0,Other,97.0,666.23,0.43,0.15,78.09,Cash,2.3,No,12.0,36835.86,2790.45
ORD14516,2023-03-30,March,Q1,South,Jaipur,Clothing,Kids,Product_24,Ethan,In-Store,CUST6117,VIP,55.0,Other,40.0,1144.24,0.4,0.1,2.32,Cash,1.6,Yes,10.0,27461.76,9048.54
ORD10214,2023-10-28,October,Q4,South,Chennai,Electronics,Tablets,Product_5,Charlie,Mobile App,CUST8376,Wholesale,55.0,Male,187.0,1210.96,0.1,0.06,51.73,Credit Card,1.6,No,4.0,203804.57,29004.16
ORD10452,2023-11-14,November,Q4,North,Kolkata,Furniture,Bedroom,Product_117,Fiona,Partner,CUST3200,Retail,23.0,Male,103.0,702.12,0.13,0.1,83.62,UPI,1.3,No,,62916.97,
ORD14462,2023-03-06,March,Q1,North,Kolkata,Clothing,Winter,Product_33,Fiona,Mobile App,CUST9037,Wholesale,66.0,Male,59.0,1219.41,0.23,0.16,125.27,Net Banking,3.1,No,5.0,55397.8,18478.59
ORD11379,2023-10-26,October,Q4,West,Ahmedabad,Beauty,Skincare,Product_94,Ivan,Telephone,CUST1013,Corporate,39.0,,88.0,752.59,0.2,0.11,27.58,Credit Card,3.7,Yes,8.0,52982.34,4057.3
ORD10423,2023-10-15,October,Q4,East,Mumbai,Automotive,Tools,Product_168,Alice,,CUST2577,Wholesale,43.0,Male,92.0,554.25,0.12,0.15,73.39,Net Banking,3.6,No,3.0,44872.08,10538.83
ORD12148,2023-06-10,June,Q2,North,Bangalore,Furniture,Office,Product_184,Bob,Online,CUST9920,Wholesale,22.0,Female,164.0,14.24,0.43,0.18,11.49,Wallet,3.4,Yes,11.0,1331.16,564.49
ORD14057,2022-05-24,May,Q2,West,Jaipur,Furniture,Bedroom,Product_6,Alice,Partner,CUST6944,Wholesale,40.0,Female,30.0,248.54,0.1,0.16,122.98,Wallet,1.0,No,8.0,6710.58,1473.49
ORD14340,2023-11-08,November,Q4,East,Lucknow,Furniture,Office,Product_173,Diana,Mobile App,CUST9572,VIP,63.0,Female,108.0,183.31,0.33,0.13,59.14,Net Banking,1.6,No,12.0,13264.31,3867.81
ORD12676,2022-11-28,November,Q4,North,Kolkata,Sports,Team Sports,Product_9,Bob,Telephone,CUST5112,Wholesale,74.0,Male,99.0,353.36,0.38,0.17,138.8,Wallet,4.1,Yes,7.0,21689.24,8049.98
ORD11719,2023-01-06,January,Q1,Central,Lucknow,Electronics,Cameras,Product_147,Hannah,Mobile App,CUST9551,Wholesale,21.0,Other,142.0,1327.3,0.16,0.12,38.64,Cash,5.0,No,4.0,158320.34,47356.79
ORD10683,2022-12-27,December,Q4,West,Hyderabad,Beauty,Wellness,Product_40,Alice,Telephone,CUST6882,Wholesale,72.0,Male,70.0,67.66,0.46,0.17,60.32,Cash,2.6,No,2.0,2557.55,869.13
ORD11505,2023-12-31,December,Q4,West,Delhi,Beauty,Makeup,Product_181,Hannah,In-Store,CUST7843,VIP,67.0,Male,152.0,760.75,0.12,0.13,19.77,Net Banking,2.7,Yes,5.0,101757.92,32265.31
ORD12178,2023-02-12,February,Q1,East,Delhi,Toys,Action Figures,Product_120,Ethan,Mobile App,CUST3511,VIP,43.0,Male,165.0,259.84,0.3,0.1,60.25,Net Banking,3.8,No,14.0,30011.52,11770.26
ORD11993,2022-01-20,January,Q1,East,Hyderabad,Groceries,Snacks,Product_8,Bob,Mobile App,CUST7033,Corporate,35.0,Female,103.0,1128.38,0.32,0.11,1.59,UPI,1.8,No,13.0,79031.74,16169.77
ORD10665,2022-03-07,March,Q1,East,Mumbai,Furniture,Living Room,Product_33,Diana,Online,CUST7726,VIP,23.0,Female,178.0,535.23,0.11,0.07,10.84,Debit Card,3.2,No,14.0,84791.14,32195.36
ORD11445,2023-08-02,August,Q3,South,Chennai,Beauty,Fragrance,Product_137,Hannah,In-Store,CUST8030,Corporate,59.0,Other,98.0,496.59,0.47,0.08,40.98,Cash,1.1,No,5.0,25792.88,3199.88
ORD11726,2023-02-15,February,Q1,West,Lucknow,Toys,Educational,Product_72,Ethan,Online,CUST6292,Retail,42.0,Female,123.0,561.26,0.11,0.08,54.57,Credit Card,3.0,No,10.0,61441.13,24682.16
ORD11230,2022-11-03,November,Q4,East,Kolkata,Electronics,Accessories,Product_112,Charlie,Mobile App,CUST6727,Corporate,40.0,Female,60.0,1435.3,0.27,0.12,80.75,Wallet,3.7,Yes,12.0,62866.14,23382.66
ORD13672,2022-02-23,February,Q1,West,Hyderabad,Electronics,Cameras,Product_84,George,Partner,CUST3869,Corporate,24.0,Male,155.0,121.18,0.47,0.17,64.71,Net Banking,4.4,Yes,13.0,9954.94,498.72
ORD12555,2022-12-24,December,Q4,East,Chennai,Sports,Fitness,Product_138,Hannah,Telephone,CUST4698,Wholesale,57.0,Other,65.0,1013.07,0.44,0.09,96.15,Credit Card,1.5,No,11.0,36875.75,3265.58
ORD14182,2023-07-10,July,Q3,North,Kolkata,Clothing,Kids,Product_110,Hannah,Online,CUST7833,Retail,72.0,Other,100.0,908.24,0.14,0.16,102.25,Wallet,4.2,No,9.0,78108.64,16542.88
ORD12218,2022-11-04,November,Q4,Central,Mumbai,Automotive,Accessories,Product_10,Ivan,In-Store,CUST2723,VIP,61.0,Female,38.0,791.51,0.08,0.1,46.5,Wallet,2.2,Yes,13.0,27671.19,8619.09
ORD10355,2022-11-18,November,Q4,West,Mumbai,Toys,Outdoor,Product_157,Hannah,Online,CUST9453,VIP,,Male,35.0,128.69,0.4,0.11,87.38,Debit Card,3.6,No,,2702.49,754.89
ORD11319,2023-10-24,October,Q4,South,Jaipur,Groceries,Snacks,Product_5,Fiona,Telephone,CUST5357,Retail,25.0,Other,71.0,265.74,0.27,0.12,140.12,Wallet,1.7,No,5.0,13773.3,2705.08
ORD11979,2022-12-10,December,Q4,Central,Pune,Automotive,Parts,Product_165,George,Mobile App,CUST9451,Corporate,30.0,Other,92.0,641.13,0.26,0.18,25.39,Cash,4.6,No,5.0,43648.13,7990.84
ORD10447,2022-02-10,February,Q1,Central,Lucknow,Automotive,Accessories,Product_139,Bob,Mobile App,CUST9136,Retail,53.0,Female,8.0,440.73,0.3,0.16,91.93,UPI,2.2,No,8.0,2468.09,362.78
ORD12007,2022-09-02,September,Q3,South,Delhi,Beauty,Fragrance,Product_164,George,Telephone,CUST6028,Corporate,20.0,Other,195.0,583.9,0.1,0.15,30.33,Wallet,3.3,No,1.0,102474.45,38192.01
ORD13707,2022-04-16,April,Q2,West,Jaipur,Automotive,Tools,Product_114,Julia,Mobile App,CUST1273,VIP,45.0,Female,181.0,483.49,0.35,0.06,140.31,UPI,2.3,No,8.0,56882.6,10813.54
ORD10814,2023-04-22,April,Q2,West,Bangalore,Clothing,Winter,Product_33,Ivan,Mobile App,CUST8776,Wholesale,30.0,Other,165.0,405.92,0.17,0.11,137.44,Cash,2.3,No,13.0,55590.74,12364.35
ORD12684,2022-12-04,December,Q4,East,Lucknow,Clothing,Women,Product_158,George,In-Store,CUST6055,VIP,30.0,Male,144.0,391.16,0.15,0.09,136.14,Wallet,2.3,No,3.0,47877.98,6013.0
ORD12963,2023-05-25,May,Q2,North,Jaipur,Groceries,Bakery,Product_190,Charlie,Mobile App,CUST9126,Wholesale,65.0,Female,101.0,285.08,0.42,0.08,87.68,UPI,1.9,Yes,3.0,16699.99,1990.9
ORD10931,2022-04-27,April,Q2,North,Delhi,Beauty,Wellness,Product_58,Julia,Telephone,CUST6867,Corporate,44.0,Male,155.0,1048.26,0.33,0.08,96.9,Net Banking,3.1,Yes,6.0,108861.8,32651.67
ORD14666,2023-02-02,February,Q1,East,Pune,Automotive,Car Care,Product_113,Alice,In-Store,CUST7651,VIP,71.0,Female,121.0,350.87,0.31,0.08,105.07,Debit Card,3.6,No,3.0,29294.14,9605.64
ORD14839,2023-07-15,July,Q3,South,Pune,Sports,Fitness,Product_157,,Partner,CUST6555,Corporate,46.0,Female,138.0,533.45,0.15,0.08,76.17,Credit Card,3.9,No,12.0,62573.69,28131.47
ORD14832,2022-02-19,February,Q1,Central,Bangalore,Furniture,Bedroom,Product_104,Charlie,In-Store,CUST4549,VIP,74.0,Female,68.0,618.7,0.34,0.08,,Credit Card,2.2,No,3.0,27767.26,6725.37
ORD13990,2022-03-05,March,Q1,West,Lucknow,Groceries,Snacks,Product_154,George,Online,CUST5786,VIP,49.0,Male,188.0,617.29,0.45,0.11,96.3,Wallet,,Yes,5.0,63827.79,17959.42
ORD12079,2022-07-26,July,Q3,North,Jaipur,Sports,Team Sports,Product_86,Hannah,Partner,CUST3706,Retail,,Other,159.0,293.05,,0.1,0.08,UPI,4.7,No,6.0,37741.91,6580.23
ORD11602,2022-01-27,January,Q1,East,Kolkata,Groceries,Snacks,Product_32,Charlie,Telephone,CUST9220,Corporate,42.0,Male,39.0,449.99,0.13,0.06,101.08,Net Banking,4.6,No,10.0,15268.16,3635.9
ORD12169,2023-04-06,April,Q2,Central,Hyderabad,Toys,Educational,Product_169,Julia,In-Store,CUST2257,VIP,29.0,Female,1.0,906.85,0.44,0.18,133.07,Debit Card,2.6,No,10.0,507.84,120.11
ORD10742,2022-02-01,February,Q1,West,Kolkata,Automotive,Electronics,Product_179,Diana,Mobile App,CUST9988,Wholesale,28.0,Other,144.0,337.9,0.33,0.14,147.05,UPI,2.7,No,9.0,32600.59,11819.49
ORD12885,2023-01-26,January,Q1,South,Lucknow,Groceries,Dairy,Product_158,Hannah,Telephone,CUST3792,Corporate,53.0,Male,135.0,488.1,0.2,0.08,39.74,Cash,4.9,Yes,3.0,52714.8,18229.97
ORD10809,2023-10-29,October,Q4,Central,Jaipur,Toys,Action Figures,Product_160,Hannah,Mobile App,CUST3043,Retail,21.0,Other,102.0,860.13,0.46,0.1,10.98,Credit Card,2.2,No,4.0,47375.96,15359.82
ORD10594,2023-09-18,September,Q3,South,Bangalore,Clothing,Kids,Product_109,Diana,Partner,CUST9046,Wholesale,37.0,Other,36.0,161.16,0.24,0.13,33.38,Cash,1.6,Yes,5.0,4409.34,1940.06
ORD11509,2022-11-26,November,Q4,East,Kolkata,Furniture,Bedroom,Product_55,Charlie,In-Store,CUST2617,Retail,39.0,Male,33.0,378.71,0.39,0.14,149.18,Credit Card,2.0,No,7.0,7623.43,2770.29
ORD10380,2023-01-14,January,Q1,East,Delhi,Groceries,Snacks,Product_72,Ethan,Telephone,CUST6671,Wholesale,58.0,Male,18.0,809.34,0.19,0.09,4.47,Wallet,3.1,Yes,4.0,11800.18,3300.07
ORD11883,2023-01-07,January,Q1,West,Mumbai,Electronics,Mobiles,Product_99,Bob,In-Store,CUST1923,Wholesale,58.0,Male,81.0,1458.83,0.49,0.15,,Net Banking,3.7,No,11.0,60264.27,22494.68
ORD13685,2023-05-04,May,Q2,West,Kolkata,Sports,Cycling,Product_10,Ethan,Telephone,CUST2033,Retail,74.0,Male,163.0,293.3,0.4,0.14,13.71,Debit Card,4.6,No,14.0,28684.74,8813.95
ORD12533,2023-11-24,November,Q4,Central,Delhi,Groceries,Beverages,Product_85,Diana,Partner,CUST5688,Retail,21.0,Female,106.0,199.83,0.35,0.05,138.32,,1.8,No,13.0,13768.29,3831.85
ORD11826,2023-09-17,September,Q3,East,Mumbai,Furniture,Office,Product_140,Hannah,Telephone,CUST3582,VIP,55.0,Other,156.0,486.49,0.12,0.18,106.0,Net Banking,3.6,Yes,8.0,66785.35,17457.21
ORD11219,2022-10-22,October,Q4,East,Ahmedabad,Sports,Fitness,Product_133,Charlie,Partner,CUST3773,Retail,67.0,Male,23.0,119.75,0.08,0.12,83.19,Cash,4.9,No,12.0,2533.91,895.39
ORD10306,2022-10-20,October,Q4,Central,Delhi,Furniture,Kitchen,Product_144,George,Online,CUST9179,Wholesale,19.0,Female,153.0,1329.71,0.28,0.07,14.17,UPI,4.4,Yes,4.0,146480.85,38612.9
ORD14582,2023-08-09,August,Q3,East,Mumbai,Sports,Outdoor,Product_130,Charlie,In-Store,CUST9097,Corporate,18.0,Female,59.0,490.04,0.19,0.1,27.77,Net Banking,3.1,No,10.0,23419.01,8922.66
ORD12103,2023-03-27,March,Q1,West,Hyderabad,Clothing,Women,Product_94,Ethan,Telephone,CUST5150,Retail,42.0,Male,6.0,1162.86,0.24,0.09,48.88,Net Banking,1.3,No,10.0,5302.64,701.58
ORD11281,2022-07-23,July,Q3,Central,Chennai,Electronics,Laptops,Product_148,Alice,Partner,CUST7187,Wholesale,29.0,Female,130.0,316.43,0.44,0.07,13.0,UPI,3.5,No,11.0,23036.1,8919.71
ORD11239,2022-05-30,May,Q2,South,Kolkata,Beauty,Makeup,Product_166,Ethan,Online,CUST2588,Retail,62.0,Male,106.0,1017.93,0.41,0.17,149.38,Cash,4.9,No,1.0,63661.34,18846.13
ORD14817,2023-12-30,December,Q4,South,Ahmedabad,Toys,Educational,Product_31,Alice,Telephone,CUST1232,Retail,48.0,Male,59.0,1041.8,0.08,0.11,86.78,Wallet,3.7,No,6.0,56548.9,10064.55
ORD14995,2023-11-11,November,Q4,Central,Jaipur,Furniture,Outdoor,Product_101,Ivan,In-Store,CUST8705,VIP,43.0,Female,52.0,,0.12,0.16,9.85,Cash,1.9,No,7.0,16715.67,6055.25
ORD12351,2023-07-30,July,Q3,East,Chennai,Clothing,Sportswear,Product_100,Julia,Partner,CUST1043,Retail,66.0,Other,124.0,1302.66,0.37,0.18,7.28,Net Banking,4.5,No,3.0,101763.8,31745.29
ORD14132,2023-05-12,May,Q2,East,Kolkata,Clothing,Women,Product_128,Fiona,Partner,CUST9451,Retail,67.0,Male,175.0,1055.79,0.29,0.13,4.47,Cash,4.1,No,9.0,131181.91,24329.62
ORD11795,2023-09-01,September,Q3,Central,Chennai,Toys,Educational,Product_78,Alice,In-Store,CUST6530,Retail,60.0,Male,138.0,1093.53,0.16,0.11,119.0,Cash,3.3,No,5.0,126762.0,43237.05
ORD11798,2023-04-19,April,Q2,Central,Kolkata,Sports,Team Sports,Product_45,Hannah,In-Store,CUST2748,VIP,41.0,Male,181.0,1155.77,0.41,0.17,128.22,Debit Card,2.1,No,7.0,123424.68,51604.27
ORD10453,2022-04-16,April,Q2,West,Delhi,Furniture,Living Room,Product_41,Julia,Online,CUST7878,Retail,59.0,Female,,1142.06,0.27,0.16,96.59,Debit Card,4.5,Yes,14.0,163405.94,72774.78
ORD11616,2022-05-27,May,Q2,West,Chennai,Clothing,Women,Product_161,Ethan,Partner,CUST6629,VIP,60.0,Female,170.0,1433.4,0.31,0.05,124.21,Credit Card,1.3,No,1.0,168137.82,25834.05
ORD14557,2023-02-11,February,Q1,South,Ahmedabad,Electronics,Tablets,Product_62,Julia,In-Store,CUST9119,Wholesale,43.0,Male,164.0,457.45,0.09,0.1,18.99,Wallet,4.9,No,10.0,68269.84,26965.13
ORD12973,2023-07-31,July,Q3,Central,Kolkata,Toys,Educational,Product_60,Alice,In-Store,CUST9316,Wholesale,57.0,Other,37.0,385.72,0.16,0.13,63.18,Debit Card,1.2,No,8.0,11988.18,2177.35
ORD11706,2023-02-19,February,Q1,North,Chennai,Groceries,Dairy,Product_69,George,Telephone,CUST3996,Wholesale,29.0,Other,163.0,450.48,0.34,0.13,24.02,Debit Card,1.1,No,2.0,48462.64,13257.07
ORD14175,2022-12-27,December,Q4,Central,Delhi,Clothing,Winter,Product_175,Julia,Online,CUST2813,Wholesale,46.0,Female,70.0,742.41,0.42,0.13,109.06,Cash,2.4,No,2.0,30141.85,7869.5
ORD10065,2022-08-22,August,Q3,East,Hyderabad,Toys,Action Figures,Product_4,Diana,Mobile App,CUST6258,Wholesale,19.0,Other,8.0,1039.65,0.13,0.07,14.22,Wallet,,Yes,11.0,7235.96,1091.01
ORD12750,2023-11-28,November,Q4,Central,Pune,Electronics,Tablets,Product_163,Ivan,Online,CUST7472,Corporate,26.0,Female,105.0,355.32,0.33,0.15,41.07,Debit Card,3.5,No,13.0,24996.76,5601.24
ORD14619,2023-06-18,June,Q2,North,Chennai,Toys,Educational,Product_27,Diana,Mobile App,CUST6697,Wholesale,61.0,Male,126.0,338.52,0.14,0.11,131.89,Cash,4.0,No,14.0,36682.03,8773.03
ORD13619,2022-01-03,January,Q1,North,Chennai,Furniture,Living Room,Product_131,Hannah,Mobile App,CUST6370,Retail,44.0,Male,109.0,1162.12,0.48,0.05,102.27,,2.1,No,8.0,65868.96,18612.1
ORD13938,2023-09-30,September,Q3,Central,Delhi,Furniture,Office,Product_99,,Mobile App,CUST7030,VIP,56.0,Other,126.0,1417.96,,0.1,121.23,Cash,1.5,No,7.0,137570.48,43279.29
ORD11841,2022-12-04,December,Q4,South,Hyderabad,Furniture,Kitchen,Product_165,Bob,Mobile App,CUST8371,Retail,69.0,Other,118.0,848.8,0.44,0.14,6.19,Cash,2.4,No,7.0,56088.7,16953.09
ORD12106,2022-07-11,July,Q3,East,Kolkata,Automotive,Accessories,Product_80,Fiona,Telephone,CUST7818,VIP,73.0,Other,115.0,910.82,0.18,0.12,32.78,Credit Card,2.3,No,14.0,85890.33,11477.84
ORD12042,2023-07-22,July,Q3,Central,Bangalore,Toys,Puzzles,Product_131,George,In-Store,CUST9941,Corporate,60.0,Other,12.0,619.04,,0.15,69.56,UPI,3.0,No,11.0,5645.64,1242.41
ORD14753,2022-04-01,April,Q2,South,Pune,Toys,Puzzles,Product_3,Charlie,In-Store,CUST4289,Wholesale,40.0,Male,157.0,575.21,0.13,0.1,59.14,Net Banking,1.3,No,9.0,78567.93,5159.52
ORD10450,2023-11-30,November,Q4,Central,Ahmedabad,Groceries,Organic,Product_164,Charlie,Online,CUST4887,Wholesale,33.0,Female,108.0,1363.11,0.21,0.15,71.35,Net Banking,1.1,No,4.0,116300.55,26885.56
ORD12613,2022-11-25,November,Q4,East,Mumbai,Toys,Action Figures,Product_99,Ethan,In-Store,CUST3731,Wholesale,60.0,Female,163.0,570.58,0.49,0.12,65.24,Net Banking,4.2,Yes,12.0,47432.32,12034.04
ORD10275,2023-07-04,July,Q3,Central,Hyderabad,Electronics,Laptops,Product_186,Julia,Telephone,CUST7439,Wholesale,62.0,Male,90.0,685.48,0.22,0.12,79.48,Debit Card,1.2,No,12.0,48120.7,16380.43
ORD10868,2023-08-19,August,Q3,East,Jaipur,Furniture,Kitchen,Product_104,George,Mobile App,CUST5350,Corporate,32.0,Other,79.0,1487.98,0.1,0.17,147.7,Cash,1.3,No,1.0,105795.38,7905.15
ORD10254,2022-07-14,July,Q3,North,Ahmedabad,Electronics,Mobiles,Product_172,Charlie,Telephone,CUST2009,Retail,68.0,Male,147.0,976.02,0.34,0.07,133.25,Net Banking,1.9,No,11.0,94693.46,26596.64
ORD12275,2022-06-15,June,Q2,West,Ahmedabad,Groceries,Organic,Product_183,Diana,Mobile App,CUST9951,Retail,57.0,Other,176.0,1167.7,0.21,0.08,134.74,UPI,3.4,No,3.0,162357.01,14272.81
ORD13089,2022-06-25,June,Q2,Central,Pune,Furniture,Bedroom,Product_164,Diana,In-Store,CUST8431,Retail,57.0,Other,174.0,1241.17,0.13,0.09,43.75,Cash,1.4,No,13.0,187888.31,79703.82
ORD13916,2023-05-30,May,Q2,South,Delhi,Sports,Outdoor,Product_71,George,,CUST2572,Corporate,70.0,Female,113.0,370.89,0.15,0.12,136.89,Debit Card,5.0,No,1.0,35623.98,11045.04
